State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Mean,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Substance Use: Ages 13 to 17,FUA-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 13 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,22.6,47,23.8,21.5,18.1,29.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Substance Use: Ages 13 to 17,FUA-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 13 to 17,2024,Separate CHIP (Title XXI),Administrative,21.5,47,23.8,21.5,18.1,29.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Substance Use: Ages 13 to 17,FUA-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 13 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,37.3,50,34.4,33.0,27.5,42.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Substance Use: Ages 13 to 17,FUA-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 13 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,37.8,50,34.4,33.0,27.5,42.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Substance Use: Ages 13 to 17,FUA-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 13 to 17,2024,Separate CHIP (Title XXI),Administrative,35.4,50,34.4,33.0,27.5,42.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Discharges for Children Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,42.3,52,45.5,44.8,35.2,56.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Discharges for Children Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,40.8,52,45.5,44.8,35.2,56.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Discharges for Children Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2024,Separate CHIP (Title XXI),Administrative,48.8,52,45.5,44.8,35.2,56.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Discharges for Children Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,63.8,52,68.1,70.0,62.8,76.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Discharges for Children Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,61.9,52,68.1,70.0,62.8,76.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Discharges for Children Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2024,Separate CHIP (Title XXI),Administrative,71.9,52,68.1,70.0,62.8,76.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least One Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12 ,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,53.7,52,46.4,47.4,41.1,52.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Oregon,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least One Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12 ,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,53.7,52,46.4,47.4,41.1,52.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least One Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12 ,2024,Separate CHIP (Title XXI),Administrative,53.6,52,46.4,47.4,41.1,52.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least Two Follow-Up Visits in the 9-Month Continuation and Maintenance Phase: Ages 6 to 12,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,68.2,51,54.0,54.8,47.3,60.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Oregon,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least Two Follow-Up Visits in the 9-Month Continuation and Maintenance Phase: Ages 6 to 12,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,68.9,51,54.0,54.8,47.3,60.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least Two Follow-Up Visits in the 9-Month Continuation and Maintenance Phase: Ages 6 to 12,2024,Separate CHIP (Title XXI),Administrative,67.2,51,54.0,54.8,47.3,60.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage with Two or More Antipsychotic Prescriptions that had Metabolic Testing for Blood Glucose: Ages 1 to 11,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,42.2,50,45.1,43.6,37.6,50.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
